"구분","데이터ID","도시/지역코드","명칭(한글)","명칭(영문)","카테고리/유형","권장비용(KRW)","설명(한글)","설명(영문)","교통/상세정보","공식웹사이트/이미지","공공데이터출처"
"관광명소/체험","gangneung_anmok","GANGNEUNG","안목해변 커피거리","Anmok Beach Coffee Street","명소","0","청량한 동해 바다를 마주보고 국내 최정상급 바리스타 카페들이 늘어선 대한민국 커피 1번지","Korea's premier coffee destination packed with oceanfront specialty cafes and roasteries along Anmok Beach","KTX 강릉역 건너편 → 버스 223-1, 503-1번 (안목커피거리 하차 약 20분)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_gyeongpo","GANGNEUNG","경포해변 & 경포호","Gyeongpo Beach & Gyeongpo Lake","자연","0","동해안 최대 규모의 은빛 백사장과 울창한 해송 숲, 자전거를 타고 호수를 일주하는 대표 명소","East Coast's grandest white sand beach embraced by century-old pine groves and scenic cycling lake","강릉역에서 버스 202-1번 (경포해변 하차 약 20분)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_ojukheon","GANGNEUNG","오죽헌 (신사임당 & 율곡 이이)","Ojukheon House","명소","3000","신사임당과 율곡 이이 모자가 태어난 고택이자 검은 대나무 오죽(烏竹) 숲에 둘러싸인 목조건축 보물","Birthplace of Shin Saimdang and scholar Yulgok Yi I surrounded by rare black bamboo, a national treasure","강릉역에서 버스 202번, 300번 탑승 (오죽헌 하차 약 15분)","https://www.gn.go.kr/ojukheon/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_seongyojang","GANGNEUNG","강릉 선교장","Gangneung Seongyojang House","명소","5000","300년 역사를 간직한 조선 상류 양반가의 99칸 전통 저택과 연꽃 가득한 활래정 누각","Splendid 300-year-old 99-room noble estate of Joseon Dynasty with picturesque Hwallaejeong lotus pavilion","오죽헌에서 도보 15분 / 강릉역에서 202번 버스 (선교장 입구 하차)","http://knsgj.net","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_jeongdongjin","GANGNEUNG","정동진역 & 모래시계공원","Jeongdongjin Station & Sandglass Park","자연","0","바다와 가장 가까운 간이역이자 지름 8.3m의 밀레니엄 초대형 모래시계가 서 있는 전국 최고의 일출 명소","Railway station closest to the sea in the world, home to an immense 8.3m hourglass and iconic sunrise views","KTX 정동진역 하차 직결 (강릉역에서 기차로 15분)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_haslla","GANGNEUNG","하슬라아트월드","Haslla Art World","명소","17000","동해 바다가 내려다보이는 절벽 위 현대미술관과 야외 조각공원, 바다 뷰 동그라미 피노키오 포토존","Cliffside contemporary museum and sculpture park famous for whimsical art and ocean-frame circle photo zones","정동진역에서 택시 5분 또는 버스 112번 탑승 (하슬라아트월드 하차)","https://museumhaslla.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_arte","GANGNEUNG","아르떼뮤지엄 강릉","Arte Museum Gangneung","엔터","17000","경포호 옆 웅장한 백두대간의 자연, 오로라, 거대한 파도를 빛과 소리로 구현한 몰입형 미디어아트","Immersive nature-themed media art museum presenting digital waves, aurora, waterfalls, and flower forests","강릉역에서 202번 버스 또는 택시 8분 (경포 아르떼뮤지엄)","https://artemuseum.com/GANGNEUNG","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_central_market","GANGNEUNG","강릉 중앙시장 (먹거리 골목)","Gangneung Central Market","쇼핑","0","배니 닭강정, 수제 어묵고로케, 통통한 오징어순대, 팡파미유 마늘빵 등 영동 지방 최대의 먹거리 전통시장","Bustling traditional market famous for street food like crispy dakgangjeong, fishcake croquettes, and stuffed squid","KTX 강릉역에서 도보 15분 또는 버스 5분 (중앙시장 하차)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_chodang_tofu","GANGNEUNG","초당순두부마을 (원조 짬뽕순두부)","Chodang Tofu Village","쇼핑","0","동해 바닷물 간수로 빚어낸 400년 전통의 몽글몽글 초당순두부와 얼큰한 원조 짬뽕순두부 명물 마을","Historic village renowned for artisanal tofu made with clean sea water, famous for spicy soft tofu and gelato","경포해변 및 강문해변에서 도보 10~15분 / 강릉역에서 버스 202번","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_jumunjin_breakwater","GANGNEUNG","주문진 방파제 (도깨비 촬영지)","Jumunjin Breakwater (Guardian Dokkaebi Site)","명소","0","드라마 '도깨비'의 주인공들이 빨간 목도리와 메밀꽃을 건네던 명장면을 그대로 재현하는 해안 방파제","Iconic ocean pier made world-famous by the hit drama 'Guardian: The Lonely and Great God' (Dokkaebi)","주문진시외버스터미널에서 도보 15분 / 강릉역에서 300번 버스 (주문진항)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_bts_busstop","GANGNEUNG","BTS 버스정류장 (주문진 향호해변)","BTS Bus Stop (Hyangho Beach)","명소","0","방탄소년단(BTS) 'You Never Walk Alone' 앨범 재킷 촬영지로 푸른 파도를 배경으로 줄서는 한류 성지","World-famous bus stop pavilion where BTS shot their album cover, set against the turquoise ocean of Hyangho Beach","주문진 해변 북단 향호해변 (주문진터미널에서 버스 300, 302번)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_badabuchae","GANGNEUNG","정동심곡 바다부채길","Jeongdong-Simgok Badabuchae-gil","자연","5000","2,300만 년 전 융기된 국내 유일 해안단구(천연기념물) 절벽과 기암괴석 위를 걷는 2.86km 해안 탐방로","Spectacular 2.86km coastal walking trail along natural cliff terraces formed 23 million years ago over crashing waves","정동진 썬크루즈리조트 또는 심곡항 (정동진역에서 셔틀버스)","https://searoad.gtdc.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_gangmun","GANGNEUNG","강문해변 (포토존 & 솟대다리)","Gangmun Beach & Sotdae Bridge","자연","0","경포와 맞닿은 감성 해변으로 액자·반지 조형물 포토존과 야간 무지개 조명이 켜지는 강문 솟대다리","Picturesque beach featuring artistic frame photo zones, oceanfront cafes, and the illuminated night Sotdae Bridge","경포해변 남쪽 도보 5분 / 강릉역에서 버스 202-1번 (강문 하차)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_sacheon","GANGNEUNG","사천진해변 & 바위섬","Sacheonjin Beach & Rock Island","자연","0","에메랄드빛 맑고 투명한 바닷물과 붉은 아치형 구름다리를 건너 닿는 바위섬 포토존이 있는 힐링 해변","Serene beach known for crystal-clear waters and a scenic rocky islet connected by an arched red wooden footbridge","강릉역에서 버스 312, 313번 (사천진리 정류장 하차 약 25분)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_gyeongpodae","GANGNEUNG","경포대 누각 (보물)","Gyeongpodae Pavilion (Treasure)","명소","0","관동팔경 제일의 보물 정자로 호수와 바다를 굽어보며 5개의 달이 뜬다는 낭만적인 고전문학 명소","National Treasure pavilion overlooking Gyeongpo Lake, famed in classical poetry as the spot to gaze upon 5 moons","경포호 북측 언덕 (강릉역에서 202번 버스 경포대 하차 도보 3분)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_heo_memorial","GANGNEUNG","허균·허난설헌 기념공원","Heo Gyun & Heo Nanseolheon Memorial Park","명소","0","홍길동전을 지은 허균과 여류시인 허난설헌의 생가터로 솔숲 산책로와 고즈넉한 전통 한옥이 있는 쉼터","Memorial park and traditional birthplace of sibling authors Heo Gyun and poet Heo Nanseolheon in a pine grove","초당순두부마을 북측 도보 5분 (강릉역에서 버스 202번)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_daegwallyeong","GANGNEUNG","대관령 옛길 & 반정 전망대","Daegwallyeong Historic Trail & Viewpoint","자연","0","신사임당과 율곡이 넘던 옛 영동고갯길로 반정 전망대에서 강릉 도심과 동해 바다가 파노라마로 펼쳐지는 곳","Historic winding mountain trail offering spectacular panoramic vistas over Gangneung and the sea from Banjeong Viewpoint","강릉시외버스터미널에서 503-1번 버스 또는 자가용·택시 25분","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_wolhwa_street","GANGNEUNG","강릉 월화거리 & 노암터널","Gangneung Wolhwa Street & Noam Tunnel","쇼핑","0","옛 도심 폐철길 2.6km를 재생한 산책로로 플리마켓, 감성 조명 노암터널과 중앙시장이 연결된 도심 명소","Urban linear park built over 2.6km of abandoned railway tracks, featuring colorful night lighting tunnel and markets","강릉 중앙시장 바로 옆 / KTX 강릉역에서 도보 10분","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_anbandegi","GANGNEUNG","안반데기 (구름 위 배추밭 & 은하수)","Anbandegi Highland Plateau (Milky Way)","자연","0","해발 1,100m 고지대에 펼쳐진 국내 최대 고랭지 배추밭이자 풍력발전기와 쏟아지는 은하수 관측 성지","Korea's highest highland plateau at 1,100m covered in vast cabbage fields, celebrated for magical Milky Way stargazing","강릉 왕산면 안반덕길 (자가용 또는 택시투어, 강릉 시내에서 45분)","https://www.gn.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gangneung_railbike","GANGNEUNG","정동진 레일바이크","Jeongdongjin Railbike","엔터","25000","정동진역에서 출발하여 모래시계공원을 따라 동해안 부서지는 파도 바로 옆을 달리는 전동 레일바이크","Motorized scenic railbike track running right along the crashing East Sea surf between Jeongdongjin Stn. and Sandglass Park","정동진역 탑승장 또는 모래시계공원 탑승장 (정동진역 내 도보 1분)","http://www.railtrip.co.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_dongmyeong_night","SOKCHO","동명항 영금정 밤바다 & 해맞이정자","Dongmyeong Port Yeonggeumjeong Night Sea","명소","0","거문고 소리 같은 파도가 기암괴석을 때리는 밤바다 위에 은은한 청사초롱 LED 불빛을 밝히는 속초 로컬 최고의 밤 산책 코스","Scenic seaside pavilion perched on rock shores where crashing waves mimic Korean zither notes, illuminated by ambient evening lanterns","속초시외버스터미널에서 도보 15분 (영금정 입구)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_gyodong_pocha","SOKCHO","속초 교동 먹거리촌 & 포장마차거리","Sokcho Gyodong Food Street & Seafood Pocha","쇼핑","0","바닷바람 맞으며 갓 잡은 독도 꽃새우, 닭새우 회와 매콤 달콤한 골뱅이무침을 즐기는 속초 현지인들의 심야 감성 거리","Bustling seaside pocha alley where locals gather late into the night for sweet Dokdo shrimp sashimi and spicy whelk noodles","동명항 해안도로 라인 / 시외터미널에서 도보 10분","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_choksan_foot","SOKCHO","척산온천 족욕공원 & 소나무 숲길","Choksan Foot Bath Park & Pine Tree Trail","자연","0","지하 450m에서 용출되는 53도 천연 온천수에 발을 담그고 설악산 솔향기를 맡으며 피로를 푸는 무료 힐링 온천 쉼터","Free open-air natural thermal spring foot bath park fed by 53°C mineral waters, enveloped by aromatic pine walking paths","속초 시내에서 버스 3, 3-1번 (척산온천장 하차 도보 3분)","http://www.choksan.co.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_seokbong_art","SOKCHO","석봉도자기미술관 & 청초호 수변","Seokbong Ceramic Museum & Cheongchoho Walk","명소","5000","세계 최대 도자기벽화(기네스 등재)와 궁중 백자, 테라코타 예술을 감상하고 호수 뷰 산책을 즐기는 조용한 문화 쉼터","Renowned ceramic gallery displaying the world's largest ceramic mural registered in Guinness, set right on Cheongchoho lakeshore","속초고속버스터미널에서 도보 12분 (청초호 유원지 인근)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_bada_hyanggiro","SOKCHO","외옹치 바다향기로 해안절벽 데크","Oeongchi Bada Hyanggiro Cliff Boardwalk","자연","0","수십 년간 군사 통제구역이었다가 개방된 비경의 바위 절벽 데크로 동해 파도를 바로 발아래 두고 걷는 힐링 바닷길","Boardwalk pinned to rocky ocean cliffs opened after decades of restricted military access, hovering directly over rolling surf","속초해수욕장 남단 외옹치 해변 연결 산책로","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_seoraksan","SOKCHO","설악산 국립공원 & 신흥사","Seoraksan National Park & Sinheungsa","자연","0","유네스코 생물권보전지역으로 지정된 사계절 비경의 명산이자 18.9m 청동 통일대불이 모셔진 천년고찰 신흥사","UNESCO Biosphere Reserve mountain boasting dramatic peaks, crystal gorges, and the ancient Sinheungsa Temple","속초고속버스터미널 건너편 → 7, 7-1번 시내버스 (설악산 소공원 종점 약 30분)","https://www.knps.or.kr/seoraksan","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_cablecar","SOKCHO","설악산 케이블카 & 권금성","Seoraksan Cable Car & Gwongeumseong","엔터","15000","소공원에서 해발 700m 권금성 정상 암벽까지 5분 만에 올라 설악산 공룡능선과 동해바다를 조망하는 케이블카","Cable car rising 700 meters above sea level to Gwongeumseong Fortress in 5 minutes, offering majestic 360-degree vistas","설악산 소공원 매표소 진입 후 도보 5분 케이블카 탑승동","https://www.sorakcablecar.co.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_ulsanbawi","SOKCHO","설악산 울산바위","Seoraksan Ulsanbawi Rock","자연","0","둘레 4km 6개의 거대한 화강암 봉우리가 병풍처럼 우뚝 솟은 설악산의 대표 웅장한 바위 명승 절경","Spectacular 4km granite mass featuring six dramatic towering peaks, revered as one of Korea's most iconic natural rock monuments","설악산 소공원 → 신흥사 → 흔들바위 → 울산바위 탐방로 (편도 약 2시간)","https://www.knps.or.kr/seoraksan","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_sokchoeye","SOKCHO","속초아이 대관람차","Sokcho Eye Ferris Wheel","엔터","12000","국내 유일의 해변 대관람차로 65m 높이 캐빈에서 동해안의 푸른 수평선과 설악산 능선, 속초 시내를 조망","Korea's premier coastal Ferris wheel rising 65 meters above Sokcho Beach, offering breathtaking aerial vistas","속초고속버스터미널에서 도보 5분 (속초해수욕장 정문)","https://sokchoeye.co.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_beach","SOKCHO","속초해수욕장 & 송림 산책로","Sokcho Beach & Pine Forest Walk","자연","0","하얀 은빛 모래사장과 깨끗한 수질, 방파제 산호 조형물 포토존과 울창한 해송 숲 산책로가 어우러진 도심 해변","Vibrant city beach famed for fine white sands, crystal-clear water, coastal pine groves, and modern ocean art installations","속초고속버스터미널에서 도보 5~7분 (500m)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_tourist_market","SOKCHO","속초관광수산시장 (중앙시장)","Sokcho Tourist & Fishery Market","쇼핑","0","전국구 명물 만석닭강정, 겉바속촉 오징어순대, 씨앗호떡, 감자옹심이 등 먹거리 골목과 대형 지하 활어회센터","Buzzing culinary traditional market famous for crunchy Manseok Dakgangjeong, stuffed squid sundae, and raw fish stalls","속초시외터미널에서 도보 15분 / 버스 1, 7, 9번 (속초관광수산시장 하차)","https://sokchomarket.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_abai","SOKCHO","속초 아바이마을 & 갯배 체험","Abai Village & Gaetbae Ferry","명소","1000","한국전쟁 실향민들이 일군 함경도식 아바이순대 먹거리 골목과 손으로 와이어를 끌어 50m 수로를 건너는 명물 갯배 체험","Historic coastal refuge settled by North Korean refugees famed for authentic Abai sundae, alongside the iconic hand-pulled Gaetbae wire ferry crossing","중앙시장 갯배 선착장 ↔ 아바이마을 선착장 (도보 5분) / 설악대교 진입","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_botanical","SOKCHO","설악산 자생식물원 & 바람꽃마을","Seoraksan Botanical Garden & Baramkkot","자연","0","설악산의 자생 희귀 야생화 123종과 암석원, 온실원, 미로원, 청정 피톤치드 솔숲 힐링 산책로가 수려하게 펼쳐진 자연 식물원","Serene nature botanical garden home to 123 native alpine wildflower species, rock gardens, greenhouses, and pine forest maze healing trails","속초시외버스터미널에서 3, 3-1번 버스 (바람꽃마을·식물원 입구 도보 5분)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_yeonggeumjeong","SOKCHO","영금정 & 해맞이정자","Yeonggeumjeong Pavilion & Sunrise Pier","명소","0","파도가 석벽에 부딪칠 때 거문고 소리가 난다는 전설의 바위 명소로 바다 한가운데 서 있는 해맞이정자의 일출 장관","Rocky headland named after melodic wave echoes resembling Korean zithers, crowned with a seaside pier pavilion for dawn vistas","속초시외터미널 도보 15분 / 버스 1, 7, 9번 (동명항 하차 도보 3분)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_lighthouse","SOKCHO","속초등대 전망대 & 등대해변","Sokcho Lighthouse Observatory & Beach","명소","0","영금정 북쪽 언덕의 백색 등대로 전망대에서 설악산 주봉과 조도, 동해의 끝없는 수평선을 360도로 조망하는 속초 제1경","Scenic white hilltop lighthouse overlooking the East Sea horizon, offering panoramic vantage points of Seoraksan peaks","영금정에서 해안 산책로 계단 도보 5분 (영랑해안길)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_cheongchoho","SOKCHO","청초호 호수공원","Cheongchoho Lake Park","자연","0","속초 도심 중심에 자리 잡은 5km 둘레의 자연 석호 공원으로 물 위에 떠 있는 청초정 누각과 야간 산책로","Sprawling 5km urban lagoon park at the center of Sokcho, featuring tranquil lakeside walkways and the Cheongchojeong pavilion","속초고속터미널에서 도보 12분 / 시내버스 1, 7, 9번 (청초호공원)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_expotower","SOKCHO","속초 엑스포타워","Sokcho Expo Tower","명소","2500","나선형 상승 곡선으로 설계된 73.4m 높이 타워로 15층 전망대에서 청초호와 속초 앞바다, 대청봉을 조망","Futuristic 73.4m spiral observation tower overlooking Cheongchoho Lake, Sokcho harbor, and Seoraksan peaks","청초호 호수공원 내 위치 (속초고속버스터미널 도보 15분)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_yeongrangho","SOKCHO","영랑호 & 영랑호수윗길","Yeongrangho Lake & Floating Bridge","자연","0","신라 화랑 영랑이 머물던 둘레 7.8km 석호로 호수 한가운데를 가로지르는 400m 부교 산책로에서 물 위를 걷는 힐링 코스","Ancient 7.8km natural lagoon steeped in Hwarang legend, spotlighted by a 400m floating pontoon bridge offering open water strolls","속초시외버스터미널에서 도보 15분 또는 택시 5분 (영랑호 통제소)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_beombawi","SOKCHO","영랑호 범바위","Yeongrangho Beombawi (Tiger Rock)","자연","0","호랑이가 웅크리고 앉아 호수를 내려다보는 형상의 속초 8경 기암괴석으로 영랑호와 설악산 울산바위가 한눈에 보이는 명당","Majestic granite rock resembling a crouching tiger, listed among the 8 Wonders of Sokcho, rewarding climbers with vistas of Seoraksan","영랑호 리조트 뒤편 산책로 연결 (도보 5분)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_daepohang","SOKCHO","대포항 & 원조튀김골목","Daepo Port & Tempura Alley","쇼핑","0","바삭하고 고소한 왕새우튀김·오징어순대 골목과 현대식 원형 어시장 수변 보행교 야경이 어우러진 동해안 대표 항구","Bustling coastal fishing harbor renowned for crispy deep-fried jumbo shrimp, squid sundae alleys, and illuminated harbor bridges","속초고속버스터미널에서 버스 1, 3, 7, 9번 (대포항 약 10분)","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_oeongchi","SOKCHO","속초 외옹치 바다향기로","Oeongchi Bada Hyanggiro Coastal Trail","자연","0","수십 년간 민간인 출입이 통제되다 개방된 비경의 해안 절벽 산책로로 동해 파도와 기암괴석을 바로 곁에 두고 걷는 힐링 데크길","Scenic coastal cliff walkway opened after 65 years of restricted access, featuring wooden boardwalks over crashing turquoise waves","속초해수욕장 남단 외옹치 해변 진입 / 롯데리조트 속초 산책로 연결","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_dongmyeonghang","SOKCHO","동명항 활어센터 & 포장마차거리","Dongmyeong Port & Seafood Pocha Street","쇼핑","0","100% 자연산 활어만을 취급하는 청정 항구 어시장과 바닷바람 맞으며 닭새우, 꽃새우를 즐기는 감성 포차 거리","Authentic working port strictly serving 100% wild-caught fresh sashimi, accompanied by seaside tents serving seasonal Dokdo shrimp","영금정 바로 옆 / 속초시외버스터미널에서 도보 15분","https://www.sokchotour.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_chilsung","SOKCHO","칠성조선소 (복합문화공간 & 카페)","Chilsung Boatyard Cultural Complex","명소","0","1952년부터 목선을 건조하던 옛 조선소를 박물관, 서점, 감성 청초호 뷰 카페로 재탄생시킨 도시재생 문화공간","Historic 1952 wooden shipyard creatively repurposed into a lakeside cultural complex featuring a shipyard museum and cafe","중앙시장에서 도보 7분 / 속초시외터미널에서 버스 5분 (청학동)","https://chilsungboatyard.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_mountain_museum","SOKCHO","국립산악박물관","National Mountain Museum","명소","0","국내 유일의 국립 산악 전문 박물관으로 한국 등산 역사 전시와 실내 암벽 클라이밍, 고산체험을 무료로 즐기는 문화공간","Korea's only national mountaineering museum featuring mountaineering heritage, high-altitude simulation, and indoor rock climbing","속초시외버스터미널에서 버스 3, 3-1번 (국립산악박물관 약 15분)","http://nmm.forest.go.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","sokcho_waterpia","SOKCHO","한화리조트 설악 워터피아","Seorak Waterpia Hot Springs","엔터","48000","지하 680m 천연 온천수를 사용하는 대형 테마 워터파크로 메일스트롬 슬라이드와 사계절 스파밸리를 즐기는 힐링 명소","Premier hot springs water park utilizing 100% natural volcanic hot springs, featuring extreme water slides and outdoor spa valleys","속초시외·고속버스터미널에서 버스 3, 3-1번 (한화콘도 약 20분)","https://www.hanwharesort.co.kr/irsweb/resort3/tpark/tp_intro.do?tp_cd=0100","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","yeosu_mitaamsan_dolsan","YEOSU","돌산 무술목해변 & 몽돌해안","Dolsan Musulmok Pebble Beach","자연","0","이순신 장군의 승전지이자 둥글둥글한 몽돌 구르는 소리가 맑은 해변으로 울창한 해송 숲길과 일출이 아름다운 한국인 드라이브 명소","Historic naval victory beach of Admiral Yi Sun-sin, celebrated for smooth singing black pebbles, pine groves, and golden sunrises","돌산대교 건너 버스 109, 116번 (무술목 하차 도보 3분)","https://www.yeosu.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","yeosu_yeulmaru_art","YEOSU","GS칼텍스 예울마루 본관 & 분수광장","GS Caltex Yeulmaru Cultural Complex","명소","0","세계적 건축가 도미니크 페로가 설계한 지형 순응형 문화예술 랜드마크로 바다를 조망하는 잔디광장과 프리미엄 기획전시","Striking eco-architectural cultural center designed by Dominique Perrault, blending into coastal hillside with ocean amphitheaters","웅천지구 인근 / 버스 68, 76번 (예울마루 정류장 하차)","https://www.yeulmaru.org","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","yeosu_baekyado","YEOSU","백야도 등대 & 생태 트레킹","Baekyado Island Lighthouse & Eco Trail","자연","0","웅장한 백야대교로 차를 타고 들어가는 섬으로 1928년 불을 밝힌 백야등대와 다도해 섬들이 보석처럼 펼쳐지는 해안 둘레길","Drive-accessible island connected by grand sea bridge, featuring a 1928 historic white lighthouse and peaceful archipelago panoramas","여수 시외버스터미널에서 버스 28번 (백야등대 종점)","https://www.yeosu.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","yeosu_gyodong_market","YEOSU","교동시장 포장마차거리","Gyodong Market Night Seafood Pocha","쇼핑","0","낭만포차보다 현지인의 냄새가 물씬 풍기는 원조 포차거리로 싱싱한 금풍쉥이구이, 서대회무침, 해물삼합을 즐기는 노포","Authentic local night market alley where resident foodies savor grilled Geumpung-saengi fish, spicy seasoned sole, and samhap","교동 오거리 / 여수엑스포역에서 버스 2번 (서시장·교동시장 하차)","https://www.yeosu.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","yeosu_sinwol_sunset","YEOSU","신월동 해안산책로 & 넘너리 낙조","Sinwol-dong Coastal Walk & Neomneori Sunset","자연","0","여수 서쪽 가막만을 물들이는 황금빛 일몰을 바라보며 걷는 2.5km 완만한 해안 수변 데크길이자 현지인 저녁 산책 코스","2.5km level coastal wooden boardwalk fringing Gamak Bay, celebrated by locals for serene glowing golden sunsets","여수 시내에서 버스 77, 88, 100번 (신월동 금호아파트 하차)","https://www.yeosu.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","yeosu_odongdo","YEOSU","오동도 & 동백열차","Odongdo Island & Camellia Train","자연","1000","여수 신항 앞바다의 한려해상국립공원 보석으로 3,000여 그루의 붉은 동백나무 숲과 바다를 가르는 동백열차 및 방파제 산책로","Gem of Hallyeohaesang National Park covered with 3,000 red camellias, reached via the playful Camellia Train across open breakwaters","KTX 여수엑스포역에서 버스 2, 333번 (오동도 입구 도보 5분)","https://www.yeosu.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","yeosu_marine_cablecar","YEOSU","여수 해상케이블카","Yeosu Maritime Cable Car","엔터","22000","바다 위 80~90m 상공을 가로지르며 돌산도와 자산공원을 연결하는 국내 최초 해상 케이블카로 발아래 에메랄드 바다가 펼쳐지는 크리스탈 캐빈","Korea's first maritime cable car soaring 90m above the ocean connecting Dolsan Island and Jasan Park, famous for transparent crystal cabins","돌산탑승장: 버스 100, 109번 / 자산탑승장: 여수엑스포역 도보 15분","http://yeosucablecar.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
